,Invoice Date,Volume (L),Quarter,Fiscal Year,Item ID,Product,Product Type,Species,Anticoagulant,Gender
4656,2022-06-14,0.05,2022Q1,2022,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
4657,2022-06-14,0.05,2022Q1,2022,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
4658,2022-06-14,0.05,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4659,2022-06-14,0.05,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4660,2022-06-14,0.05,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4661,2022-06-14,0.05,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4662,2022-06-14,0.05,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4663,2022-06-14,0.1,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4664,2022-06-14,0.1,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4665,2022-06-14,0.4,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4672,2022-06-15,0.03,2022Q1,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4680,2022-06-15,4.0,2022Q1,2022,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
4683,2022-06-15,0.0,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4685,2022-06-16,1.0,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4689,2022-06-16,0.1,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4690,2022-06-16,0.05,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4691,2022-06-16,0.12,2022Q1,2022,7243108,WASHED CELLS,10%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4692,2022-06-16,0.09,2022Q1,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4693,2022-06-16,0.05,2022Q1,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4694,2022-06-16,0.1,2022Q1,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4696,2022-06-16,0.03,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4697,2022-06-16,0.015,2022Q1,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4699,2022-06-16,0.015,2022Q1,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4701,2022-06-16,0.015,2022Q1,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4702,2022-06-16,0.1,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4703,2022-06-16,0.05,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4704,2022-06-16,0.03,2022Q1,2022,7243109,WASHED CELLS,5%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4705,2022-06-16,0.05,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4706,2022-06-16,0.03,2022Q1,2022,7243109,WASHED CELLS,5%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4707,2022-06-16,0.06,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4711,2022-06-16,4.0,2022Q1,2022,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
4712,2022-06-16,0.05,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4715,2022-06-16,0.05,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4717,2022-06-17,0.25,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4718,2022-06-20,0.05,2022Q1,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4719,2022-06-20,0.05,2022Q1,2022,7243108,WASHED CELLS,10%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4720,2022-06-20,0.2,2022Q1,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4721,2022-06-20,0.2,2022Q1,2022,7243108,WASHED CELLS,10%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4722,2022-06-20,0.2,2022Q1,2022,7248508,WASHED CELLS,10%,RHESUS,ALSEVERS,GENDER UNSPECIFIED
4724,2022-06-20,0.05,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4736,2022-06-20,0.2,2022Q1,2022,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4737,2022-06-20,0.2,2022Q1,2022,7243109,WASHED CELLS,5%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4739,2022-06-20,0.5,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4741,2022-06-20,0.1,2022Q1,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4742,2022-06-20,0.30000000000000004,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4743,2022-06-20,0.03,2022Q1,2022,7243108,WASHED CELLS,10%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4744,2022-06-20,0.015,2022Q1,2022,7243108,WASHED CELLS,10%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4745,2022-06-20,0.03,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4753,2022-06-20,0.03,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4754,2022-06-20,0.05,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4755,2022-06-20,0.2,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4756,2022-06-20,0.15000000000000002,2022Q1,2022,7243109,WASHED CELLS,5%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4757,2022-06-20,0.05,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4758,2022-06-20,0.03,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4759,2022-06-20,0.015,2022Q1,2022,7243108,WASHED CELLS,10%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4760,2022-06-20,0.1,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4761,2022-06-20,0.30000000000000004,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4762,2022-06-20,4.0,2022Q1,2022,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
4767,2022-06-20,0.015,2022Q1,2022,7243108,WASHED CELLS,10%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4772,2022-06-20,0.1,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4773,2022-06-20,0.05,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4774,2022-06-20,0.2,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4778,2022-06-20,0.5,2022Q1,2022,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
4779,2022-06-21,0.05,2022Q1,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4780,2022-06-21,0.03,2022Q1,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4781,2022-06-21,0.5,2022Q1,2022,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
4782,2022-06-21,0.05,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4783,2022-06-21,0.05,2022Q1,2022,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
4784,2022-06-21,0.05,2022Q1,2022,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
4785,2022-06-21,0.05,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4786,2022-06-21,0.05,2022Q1,2022,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
4787,2022-06-21,0.1,2022Q1,2022,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
4788,2022-06-21,0.1,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4789,2022-06-21,0.2,2022Q1,2022,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
4790,2022-06-21,0.30000000000000004,2022Q1,2022,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
4791,2022-06-21,0.2,2022Q1,2022,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
4792,2022-06-21,0.05,2022Q1,2022,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
4794,2022-06-21,0.03,2022Q1,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4795,2022-06-21,0.1,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4797,2022-06-21,0.03,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4802,2022-06-21,4.0,2022Q1,2022,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
4809,2022-06-22,0.6000000000000001,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4813,2022-06-23,1.0,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4816,2022-06-23,0.03,2022Q1,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4817,2022-06-23,0.03,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4820,2022-06-23,0.06,2022Q1,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4821,2022-06-23,0.1,2022Q1,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4822,2022-06-23,0.1,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4828,2022-06-23,4.0,2022Q1,2022,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
4829,2022-06-23,0.1,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4831,2022-06-27,0.015,2022Q1,2022,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4832,2022-06-27,0.015,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4834,2022-06-27,0.05,2022Q1,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4835,2022-06-27,0.05,2022Q1,2022,7243108,WASHED CELLS,10%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4836,2022-06-27,0.2,2022Q1,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4837,2022-06-27,0.2,2022Q1,2022,7243108,WASHED CELLS,10%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4838,2022-06-27,0.2,2022Q1,2022,7248508,WASHED CELLS,10%,RHESUS,ALSEVERS,GENDER UNSPECIFIED
4841,2022-06-27,0.05,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4850,2022-06-27,0.1,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4853,2022-06-27,0.2,2022Q1,2022,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4854,2022-06-27,0.2,2022Q1,2022,7243109,WASHED CELLS,5%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4856,2022-06-27,0.5,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4857,2022-06-27,0.2,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4860,2022-06-27,0.015,2022Q1,2022,7243108,WASHED CELLS,10%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4862,2022-06-27,0.06,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4863,2022-06-27,0.05,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4864,2022-06-27,0.03,2022Q1,2022,7243109,WASHED CELLS,5%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4875,2022-06-27,0.015,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4876,2022-06-27,0.03,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4877,2022-06-27,0.05,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4878,2022-06-27,0.2,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4879,2022-06-27,0.15000000000000002,2022Q1,2022,7243109,WASHED CELLS,5%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4880,2022-06-27,0.05,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4881,2022-06-27,0.1,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4882,2022-06-27,0.30000000000000004,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4883,2022-06-27,4.0,2022Q1,2022,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
4884,2022-06-27,0.1,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4885,2022-06-27,0.1,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4887,2022-06-27,0.03,2022Q1,2022,7240808,WASHED CELLS,10%,BOVINE,ALSEVERS,GENDER UNSPECIFIED
4888,2022-06-27,0.2,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4890,2022-06-27,0.5,2022Q1,2022,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
4891,2022-06-28,0.03,2022Q1,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4892,2022-06-28,0.1,2022Q1,2022,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
4893,2022-06-28,0.30000000000000004,2022Q1,2022,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
4894,2022-06-28,0.1,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4895,2022-06-28,0.30000000000000004,2022Q1,2022,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
4896,2022-06-28,0.05,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4897,2022-06-28,0.05,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4898,2022-06-28,0.1,2022Q1,2022,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
4899,2022-06-28,0.05,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4900,2022-06-28,0.05,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4901,2022-06-28,0.1,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4902,2022-06-28,0.05,2022Q1,2022,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
4903,2022-06-28,0.6000000000000001,2022Q1,2022,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
4904,2022-06-28,0.05,2022Q1,2022,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
4905,2022-06-28,0.05,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4910,2022-06-28,0.03,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4912,2022-06-28,0.1,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4916,2022-06-28,4.0,2022Q1,2022,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
4918,2022-06-29,0.03,2022Q1,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4925,2022-06-29,4.0,2022Q1,2022,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
4928,2022-06-30,1.0,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4931,2022-06-30,0.015,2022Q1,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4932,2022-06-30,0.015,2022Q1,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4934,2022-06-30,0.1,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4939,2022-06-30,0.03,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4940,2022-06-30,0.03,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4942,2022-07-05,0.05,2022Q1,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4944,2022-07-05,0.03,2022Q1,2022,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4947,2022-07-05,0.05,2022Q1,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4948,2022-07-05,0.05,2022Q1,2022,7243108,WASHED CELLS,10%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4950,2022-07-05,0.2,2022Q1,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4951,2022-07-05,0.2,2022Q1,2022,7243108,WASHED CELLS,10%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4952,2022-07-05,0.2,2022Q1,2022,7248508,WASHED CELLS,10%,RHESUS,ALSEVERS,GENDER UNSPECIFIED
4954,2022-07-05,0.03,2022Q1,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4955,2022-07-05,0.05,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4964,2022-07-05,0.2,2022Q1,2022,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4965,2022-07-05,0.2,2022Q1,2022,7243109,WASHED CELLS,5%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4966,2022-07-05,0.5,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4967,2022-07-05,0.03,2022Q1,2022,7241409,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
4969,2022-07-05,0.05,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4970,2022-07-05,0.06,2022Q1,2022,7243108,WASHED CELLS,10%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4971,2022-07-05,0.5,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4976,2022-07-05,0.015,2022Q1,2022,7243108,WASHED CELLS,10%,GUINEA PIG,ALSEVERS,GENDER UNSPECIFIED
4977,2022-07-05,0.06,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4984,2022-07-05,0.05,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4985,2022-07-05,0.2,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4986,2022-07-05,0.1,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4987,2022-07-05,0.30000000000000004,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4988,2022-07-05,8.0,2022Q1,2022,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
4994,2022-07-05,0.1,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4995,2022-07-05,0.05,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
4997,2022-07-06,0.05,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
4998,2022-07-06,0.05,2022Q1,2022,7209006,WHOLE BLOOD,DONOR,SHEEP,NA-CITRATE,GENDER UNSPECIFIED
4999,2022-07-06,0.1,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
5000,2022-07-06,0.1,2022Q1,2022,7209003,WHOLE BLOOD,DONOR,SHEEP,ALSEVERS,GENDER UNSPECIFIED
5001,2022-07-06,0.4,2022Q1,2022,7230801,WHOLE BLOOD,DEFIB,BOVINE,NONE,GENDER UNSPECIFIED
5002,2022-07-06,0.05,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
5003,2022-07-06,0.1,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
5004,2022-07-06,0.03,2022Q1,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
5008,2022-07-06,0.03,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
5015,2022-07-06,4.0,2022Q1,2022,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
5016,2022-07-06,0.05,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
5021,2022-07-07,1.0,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
5026,2022-07-07,0.015,2022Q1,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
5029,2022-07-07,0.015,2022Q1,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
5031,2022-07-07,0.015,2022Q1,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
5032,2022-07-07,0.015,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
5034,2022-07-07,0.015,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
5036,2022-07-07,0.1,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
5038,2022-07-07,0.015,2022Q1,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
5039,2022-07-07,0.2,2022Q1,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
5040,2022-07-07,0.03,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
5042,2022-07-07,0.105,2022Q1,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
5043,2022-07-07,0.2,2022Q1,2022,7720113,WASHED CELLS,5%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
5045,2022-07-07,0.1,2022Q1,2022,7249409,WASHED CELLS,5%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
5046,2022-07-07,0.1,2022Q1,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
5047,2022-07-07,0.2,2022Q1,2022,7249408,WASHED CELLS,10%,TURKEY,ALSEVERS,GENDER UNSPECIFIED
5048,2022-07-07,0.015,2022Q1,2022,7241408,WASHED CELLS,10%,CHICKEN,ALSEVERS,GENDER UNSPECIFIED
5054,2022-07-07,0.5,2022Q1,2022,7239001,WHOLE BLOOD,DEFIB,SHEEP,NONE,GENDER UNSPECIFIED
5056,2022-07-07,4.0,2022Q1,2022,7210830,WHOLE BLOOD,HEMATOCRIT ADJUSTED,BOVINE,NA-EDTA,GENDER UNSPECIFIED
